# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 26 09:50:46 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%kep%'
# CONSTRAINT:  and default_flag > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1000 b,Kepler-1000,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,120.01812720000,0.00036280000,-0.00036280000,0,,,,,4.76000000,0.34000000,-0.31000000,0,0.42465876,0.03033277,-0.02765635,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6453.00,74.15,-73.42,0,1.510000,0.080000,-0.075000,0,1.400000,0.040000,-0.040000,0,0.3500,0.0550,-0.0510,0,[Fe/H],4.230000,0.033000,-0.035000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m44.51s,286.6854729,+47d05m53.50s,47.0981948,1115.62000000,16.95000000,-16.45000000,13.2300000,0.0800000,-0.0800000,12.0940000,0.0180000,-0.0180000,13.1923000,0.0002240,-0.0002240,2016-05-06,2016-05,2016-05-10
Kepler-1001 b,Kepler-1001,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.30511983000,0.00004340000,-0.00004340000,0,,,,,3.15000000,0.34000000,-0.48000000,0,0.28102418,0.03033277,-0.04282273,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5491.00,66.16,-68.91,0,0.880000,0.094000,-0.056000,0,0.900000,0.043000,-0.045000,0,-0.0300,0.1390,-0.1700,0,[Fe/H],4.520000,0.044000,-0.102000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.97800000,23.99500000,-22.83700000,15.5820000,0.1260000,-0.1260000,13.6620000,0.0430000,-0.0430000,15.3302000,0.0004450,-0.0004450,2016-05-06,2016-05,2016-05-10
Kepler-1001 c,Kepler-1001,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,9.18186000000,,,0,,,,,1.57799279,,,0,0.14077909,,,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5376.00,123.00,-123.00,0,0.836475,,,0,0.930000,,,0,,,,,,4.561640,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.97800000,23.99500000,-22.83700000,15.5820000,0.1260000,-0.1260000,13.6620000,0.0430000,-0.0430000,15.3302000,0.0004450,-0.0004450,2020-09-08,2021-07,2020-09-03
Kepler-1002 b,Kepler-1002,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.33642933100,0.00000694500,-0.00000694500,0,,,,,1.71000000,0.06000000,-0.05000000,0,0.15255598,0.00535284,-0.00446070,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6144.00,47.25,-61.08,0,1.570000,0.048000,-0.040000,0,1.220000,0.051000,-0.050000,0,0.0400,0.0700,-0.0570,0,[Fe/H],4.130000,0.015000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m19.07s,293.0794629,+43d04m25.24s,43.0736770,408.30300000,,,11.8210000,0.0220000,-0.0220000,10.3740000,0.0210000,-0.0210000,11.6475000,0.0003230,-0.0003230,2016-05-06,2016-05,2016-05-10
Kepler-1003 b,Kepler-1003,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.55485691500,0.00000670900,-0.00000670900,0,,,,,1.78000000,0.48000000,-0.22000000,0,0.15880096,0.04282273,-0.01962709,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6109.00,150.04,-195.29,0,1.170000,0.316000,-0.146000,0,1.110000,0.126000,-0.082000,0,0.0100,0.1400,-0.1720,0,[Fe/H],4.350000,0.093000,-0.173000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m04.90s,292.0204349,+44d52m34.47s,44.8762427,941.90200000,15.70300000,-15.20600000,14.1320000,0.0690000,-0.0690000,12.6230000,0.0280000,-0.0280000,14.0225000,0.0002250,-0.0002250,2016-05-06,2016-05,2016-05-10
Kepler-1004 b,Kepler-1004,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.28789787000,0.00001198000,-0.00001198000,0,,,,,6.28000000,0.78000000,-0.44000000,0,0.56026407,0.06958694,-0.03925417,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4972.00,52.30,-39.52,0,3.390000,0.282000,-0.216000,0,1.110000,0.185000,-0.122000,0,-0.0400,0.0230,-0.0310,0,[Fe/H],3.430000,0.018000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m26.24s,297.3593427,+49d47m51.17s,49.7975464,1152.68000000,35.67000000,-35.67000000,13.7050000,0.0800000,-0.0800000,11.0600000,0.0140000,-0.0140000,13.3998000,0.0002720,-0.0002720,2016-05-06,2016-05,2016-05-10
Kepler-1005 b,Kepler-1005,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.49801525000,0.00001320000,-0.00001320000,0,,,,,1.50000000,0.21000000,-0.15000000,0,0.13382104,0.01873495,-0.01338210,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5782.00,68.03,-67.92,0,1.060000,0.148000,-0.104000,0,1.000000,0.037000,-0.035000,0,0.0200,0.0890,-0.1030,0,[Fe/H],4.380000,0.092000,-0.106000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,567.80600000,4.42200000,-4.35600000,13.3710000,0.1370000,-0.1370000,11.7180000,0.0140000,-0.0140000,13.1838000,0.0002400,-0.0002400,2016-05-06,2016-05,2016-05-10
Kepler-1006 b,Kepler-1006,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.76172042000,0.00006670000,-0.00006670000,0,,,,,1.54000000,0.27000000,-0.14000000,0,0.13738960,0.02408779,-0.01248996,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5328.00,180.84,-112.84,0,0.740000,0.090000,-0.061000,0,0.780000,0.070000,-0.062000,0,-0.4000,0.2370,-0.1890,0,[Fe/H],4.590000,0.045000,-0.077000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,,,,14.4670000,0.2060000,-0.2060000,12.5020000,0.0240000,-0.0240000,,,,2016-05-06,2016-05,2016-05-10
Kepler-1007 b,Kepler-1007,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.18500207300,0.00000932500,-0.00000932500,0,,,,,1.44000000,0.07000000,-0.07000000,0,0.12846820,0.00624498,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4587.00,88.05,-98.48,0,0.700000,0.028000,-0.031000,0,0.730000,0.032000,-0.039000,0,0.0300,0.1520,-0.1600,0,[Fe/H],4.620000,0.020000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,,,,14.9810000,0.0340000,-0.0340000,12.2240000,0.0160000,-0.0160000,14.7347000,0.0009570,-0.0009570,2016-05-06,2016-05,2016-05-10
Kepler-1008 b,Kepler-1008,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.43931193000,0.00002837000,-0.00002837000,0,,,,,1.28000000,0.07000000,-0.05000000,0,0.11419395,0.00624498,-0.00446070,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5066.00,79.91,-66.82,0,0.780000,0.032000,-0.026000,0,0.810000,0.033000,-0.034000,0,-0.0100,0.1020,-0.1020,0,[Fe/H],4.560000,0.030000,-0.041000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m11.43s,296.5476395,+44d56m30.59s,44.9418307,282.56500000,1.28400000,-1.27200000,13.5900000,0.0570000,-0.0570000,11.3780000,0.0120000,-0.0120000,13.3790000,0.0003450,-0.0003450,2016-05-06,2016-05,2016-05-10
Kepler-1009 b,Kepler-1009,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.35011917000,0.00002250000,-0.00002250000,0,,,,,2.17000000,0.27000000,-0.24000000,0,0.19359443,0.02408779,-0.02141137,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4027.00,41.14,-36.46,0,0.570000,0.020000,-0.022000,0,0.590000,0.023000,-0.029000,0,-0.1200,0.0910,-0.1070,0,[Fe/H],4.700000,0.015000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m26.37s,282.8598614,+42d39m57.00s,42.6658336,355.01900000,8.35300000,-7.98500000,15.7580000,0.1030000,-0.1030000,12.3470000,0.0230000,-0.0230000,15.3014000,0.0004060,-0.0004060,2016-05-06,2016-05,2016-05-10
Kepler-101 b,Kepler-101,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,3.48768120000,0.00000700000,-0.00000700000,0,0.0474000000,0.0010000000,-0.0008000000,0,5.77000000,0.85000000,-0.79000000,0,0.51000000,0.08000000,-0.07000000,0,51.10000000,51.10000000,5.10000000,-4.70000000,0,0.16000000,0.02000000,-0.01000000,0,Mass,0.086000,0.080000,-0.059000,0,,,,,1513.00,103.00,-145.00,0,0,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,G3 IV,5667.00,50.00,-50.00,0,1.560000,0.200000,-0.200000,0,1.170000,0.070000,-0.050000,0,0.3300,0.0700,-0.0700,0,[Fe/H],4.120000,0.110000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,927.98100000,14.79850000,-14.79850000,13.7000000,0.0690000,-0.0690000,12.0110000,0.0200000,-0.0200000,13.5672000,0.0002140,-0.0002140,2014-09-25,2014-12,2014-09-25
Kepler-101 c,Kepler-101,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,6.02976000000,0.00007500000,-0.00007500000,0,0.0684000000,0.0014000000,-0.0014000000,0,1.25000000,0.19000000,-0.17000000,0,0.11200000,0.01700000,-0.01500000,0,3.78000000,3.78000000,,,1,0.01000000,,,1,Mass,0.000000,,,0,,,,,1413.00,238.00,-210.00,0,0,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,G3 IV,5667.00,50.00,-50.00,0,1.560000,0.200000,-0.200000,0,1.170000,0.070000,-0.050000,0,0.3300,0.0700,-0.0700,0,[Fe/H],4.120000,0.110000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,927.98100000,14.79850000,-14.79850000,13.7000000,0.0690000,-0.0690000,12.0110000,0.0200000,-0.0200000,13.5672000,0.0002140,-0.0002140,2014-09-25,2014-12,2014-09-25
Kepler-1010 b,Kepler-1010,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.26857050000,0.00011810000,-0.00011810000,0,,,,,2.32000000,0.44000000,-0.18000000,0,0.20697654,0.03925417,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5253.00,67.75,-80.75,0,0.820000,0.054000,-0.045000,0,0.860000,0.039000,-0.044000,0,-0.0100,0.1550,-0.1640,0,[Fe/H],4.550000,0.034000,-0.067000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,579.27300000,7.25900000,-7.08400000,14.9640000,0.1830000,-0.1830000,12.7710000,0.0240000,-0.0240000,14.6875000,0.0002960,-0.0002960,2016-05-06,2016-05,2016-05-10
Kepler-1011 b,Kepler-1011,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.75322197400,0.00000941700,-0.00000941700,0,,,,,2.87000000,0.29000000,-0.44000000,0,0.25604425,0.02587207,-0.03925417,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5416.00,95.50,-130.93,0,0.880000,0.089000,-0.054000,0,0.910000,0.044000,-0.044000,0,0.0800,0.1540,-0.1610,0,[Fe/H],4.520000,0.042000,-0.092000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m36.37s,297.4015491,+46d49m26.39s,46.8239976,736.77900000,13.06200000,-12.62300000,15.2940000,0.1260000,-0.1260000,13.3610000,0.0310000,-0.0310000,15.2028000,0.0006430,-0.0006430,2016-05-06,2016-05,2016-05-10
Kepler-1012 b,Kepler-1012,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.50860439000,0.00001151000,-0.00001151000,0,,,,,1.29000000,0.08000000,-0.06000000,0,0.11508609,0.00713712,-0.00535284,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5556.00,77.89,-67.52,0,0.910000,0.046000,-0.037000,0,0.950000,0.033000,-0.035000,0,0.0500,0.1090,-0.1020,0,[Fe/H],4.500000,0.033000,-0.047000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,411.07700000,2.34900000,-2.32200000,13.4860000,0.1140000,-0.1140000,11.6640000,0.0160000,-0.0160000,13.3154000,0.0002890,-0.0002890,2016-05-06,2016-05,2016-05-10
Kepler-1013 b,Kepler-1013,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.93054959000,0.00004672000,-0.00004672000,0,,,,,2.15000000,0.36000000,-0.20000000,0,0.19181015,0.03211705,-0.01784280,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4954.00,77.29,-81.88,0,0.760000,0.033000,-0.031000,0,0.810000,0.035000,-0.040000,0,0.0400,0.1500,-0.1630,0,[Fe/H],4.590000,0.020000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m59.54s,290.2481023,+44d26m07.06s,44.4352935,422.24600000,3.15700000,-3.11200000,14.5630000,0.1830000,-0.1830000,12.2890000,0.0190000,-0.0190000,14.4077000,0.0003860,-0.0003860,2016-05-06,2016-05,2016-05-10
